,id,date,place,screen_name,text,cleansing,case fold,stopwords,stemming,detokens
10,1661194266914459648,2023-05-24 02:15:51,"Wilayah Persekutuan Putrajaya,",razmi_azim,"RT @anwaribrahim: Meski jadual yang padat pada Pameran Maritim dan Aeroangkasa Antarabangsa Langkawi (LIMA '23), saya sempat ketemu Menteri…",Meski jadual yang padat pada Pameran Maritim Aeroangkasa Antarabangsa Langkawi LIMA saya sempat ketemu Menteri,meski jadual yang padat pada pameran maritim aeroangkasa antarabangsa langkawi lima saya sempat ketemu menteri,"['jadual', 'padat', 'pameran', 'maritim', 'aeroangkasa', 'antarabangsa', 'langkawi', 'ketemu', 'menteri']","['jadual', 'padat', 'pamer', 'maritim', 'aeroangkasa', 'antarabangsa', 'langkawi', 'ketemu', 'menteri']",jadual padat pamer maritim aeroangkasa antarabangsa langkawi ketemu menteri
11,1661194110148161536,2023-05-24 02:15:14,,jarudin59,"Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres 2024. Simulasi tiga nama, Ganjar Pranowo men… https://t.co/bKZAAMT9W1",Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres Simulasi tiga nama Ganjar Pranowo ,litbang kompas merilis hasil survei terbaru elektabilitas bakal capres simulasi tiga nama ganjar pranowo ,"['litbang', 'kompas', 'merilis', 'hasil', 'survei', 'terbaru', 'elektabilitas', 'capres', 'simulasi', 'nama']","['litbang', 'kompas', 'rilis', 'hasil', 'survei', 'baru', 'elektabilitas', 'capres', 'simulasi', 'nama']",litbang kompas rilis hasil survei baru elektabilitas capres simulasi nama
12,1661194066221203456,2023-05-24 02:15:03,West java,7uventusia,"RT @SE0K0: Pulau Selebes tetap setia dukung Prabowo 

Gerindra pun unggul cukup jauh di Sulawesi dengan elektabilitas 27,6 persen. Partai b…",Pulau Selebes tetap setia dukung Prabowo Gerindra unggul cukup jauh Sulawesi dengan elektabilitas persen Partai ,pulau selebes tetap setia dukung prabowo gerindra unggul cukup jauh sulawesi dengan elektabilitas persen partai ,"['pulau', 'selebes', 'setia', 'dukung', 'gerindra', 'unggul', 'sulawesi', 'elektabilitas', 'persen', 'partai']","['pulau', 'selebes', 'setia', 'dukung', 'gerindra', 'unggul', 'sulawesi', 'elektabilitas', 'persen', 'partai']",pulau selebes setia dukung gerindra unggul sulawesi elektabilitas persen partai
13,1661193825719558145,2023-05-24 02:14:06,"Palmerah, Jakarta",hariankompas,"Masih belum solidnya kadar loyalitas dukungan pada ketiga calon presiden rujukan publik: Anies Baswedan, Ganjar Pra… https://t.co/9RBgQdNaW7",Masih belum solidnya kadar loyalitas dukungan pada ketiga calon presiden rujukan publik Anies Baswedan Ganjar ,masih belum solidnya kadar loyalitas dukungan pada ketiga calon presiden rujukan publik anies baswedan ganjar ,"['solidnya', 'kadar', 'loyalitas', 'dukungan', 'ketiga', 'calon', 'presiden', 'rujukan', 'publik']","['solid', 'kadar', 'loyalitas', 'dukung', 'tiga', 'calon', 'presiden', 'rujuk', 'publik']",solid kadar loyalitas dukung tiga calon presiden rujuk publik
14,1661193813925453824,2023-05-24 02:14:03,,UnpetitG,"RT @Subur0204: Karena di SURVEY Anis selalu yg paling buncit tapi dia juga yang paling sering diserang, maka akan saya uji untuk membuat po…",Karena SURVEY Anis selalu paling buncit tapi juga yang paling sering diserang maka akan saya untuk membuat ,karena survey anis selalu paling buncit tapi juga yang paling sering diserang maka akan saya untuk membuat ,"['survey', 'anis', 'buncit', 'diserang']","['survey', 'anis', 'buncit', 'serang']",survey anis buncit serang
15,1661193744845090820,2023-05-24 02:13:46,"Palmerah, Jakarta",KompasData,"Masih belum solidnya kadar loyalitas dukungan pada ketiga calon presiden rujukan publik: Anies Baswedan, Ganjar Pra… https://t.co/rSAu1QzSTX",Masih belum solidnya kadar loyalitas dukungan pada ketiga calon presiden rujukan publik Anies Baswedan Ganjar ,masih belum solidnya kadar loyalitas dukungan pada ketiga calon presiden rujukan publik anies baswedan ganjar ,"['solidnya', 'kadar', 'loyalitas', 'dukungan', 'ketiga', 'calon', 'presiden', 'rujukan', 'publik']","['solid', 'kadar', 'loyalitas', 'dukung', 'tiga', 'calon', 'presiden', 'rujuk', 'publik']",solid kadar loyalitas dukung tiga calon presiden rujuk publik
16,1661193732727922690,2023-05-24 02:13:44,,xa_vier99,RT @eribgo: Kebersamaan Presiden Jokowi dengan Menhan Prabowo Subianto terpantau melahirkan tagar yang trending dalam beberapa hari terakhi…,Kebersamaan Presiden Jokowi dengan Menhan Prabowo Subianto terpantau melahirkan tagar yang trending dalam beberapa hari terakhi,kebersamaan presiden jokowi dengan menhan prabowo subianto terpantau melahirkan tagar yang trending dalam beberapa hari terakhi,"['kebersamaan', 'presiden', 'jokowi', 'menhan', 'terpantau', 'melahirkan', 'tagar', 'trending', 'terakhi']","['sama', 'presiden', 'jokowi', 'menhan', 'pantau', 'lahir', 'tagar', 'trending', 'akh']",sama presiden jokowi menhan pantau lahir tagar trending akh
17,1661193687551082498,2023-05-24 02:13:33,,ratih_ploey,Ketua Umum Gerindra Prabowo Subianto #SemuaDukungPrabowo #IkutPakde #SayaSetyoko,Ketua Umum Gerindra Prabowo Subianto SemuaDukungPrabowo IkutPakde SayaSetyoko,ketua umum gerindra prabowo subianto semuadukungprabowo ikutpakde sayasetyoko,"['ketua', 'gerindra', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']","['ketua', 'gerindra', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']",ketua gerindra semuadukungprabowo ikutpakde sayasetyoko
18,1661193683360944128,2023-05-24 02:13:32,,xa_vier99,"RT @eribgo: Keakraban Presiden Jokowi dengan Menhan Prabowo Subianto mendapat perhatian luas dari publik.
dan menjadi trending topic di Twi…",Keakraban Presiden Jokowi dengan Menhan Prabowo Subianto mendapat perhatian luas dari publik menjadi trending topic ,keakraban presiden jokowi dengan menhan prabowo subianto mendapat perhatian luas dari publik menjadi trending topic ,"['keakraban', 'presiden', 'jokowi', 'menhan', 'perhatian', 'luas', 'publik', 'trending', 'topic']","['akrab', 'presiden', 'jokowi', 'menhan', 'perhati', 'luas', 'publik', 'trending', 'topic']",akrab presiden jokowi menhan perhati luas publik trending topic
19,1661193681532248064,2023-05-24 02:13:31,,ratih_ploey,"Lalu bagaimana dengan elektabilitas Prabowo Subianto, Anies Baswedan dan Erick Thohir? #SemuaDukungPrabowo #IkutPakde #SayaSetyoko",Lalu bagaimana dengan elektabilitas Prabowo Subianto Anies Baswedan Erick Thohir SemuaDukungPrabowo IkutPakde SayaSetyoko,lalu bagaimana dengan elektabilitas prabowo subianto anies baswedan erick thohir semuadukungprabowo ikutpakde sayasetyoko,"['elektabilitas', 'erick', 'thohir', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']","['elektabilitas', 'erick', 'thohir', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']",elektabilitas erick thohir semuadukungprabowo ikutpakde sayasetyoko
20,1661193658652323840,2023-05-24 02:13:26,,BahamasJefry,RT @Kemhan_RI: Menteri Pertahanan RI Prabowo Subianto @prabowo menyaksikan penandatanganan dua MoU antara industri pertahanan Indonesia dan…,Menteri Pertahanan Prabowo Subianto menyaksikan penandatanganan antara industri pertahanan Indonesia ,menteri pertahanan prabowo subianto menyaksikan penandatanganan antara industri pertahanan indonesia ,"['menteri', 'pertahanan', 'menyaksikan', 'penandatanganan', 'industri', 'pertahanan', 'indonesia']","['menteri', 'tahan', 'saksi', 'penandatanganan', 'industri', 'tahan', 'indonesia']",menteri tahan saksi penandatanganan industri tahan indonesia
21,1661192944332963842,2023-05-24 02:10:36,"Medan Baru, Indonesia",NabilaAr__,RT @dianmar93: Memiliki daya tarik elektoral yang cukup besar @erickthohir menjadi cawapres yang potensial untuk Prabowo Subianto. https://…,Memiliki daya tarik elektoral yang cukup besar menjadi cawapres yang potensial untuk Prabowo Subianto,memiliki daya tarik elektoral yang cukup besar menjadi cawapres yang potensial untuk prabowo subianto,"['memiliki', 'daya', 'tarik', 'elektoral', 'cawapres', 'potensial']","['milik', 'daya', 'tarik', 'elektoral', 'cawapres', 'potensial']",milik daya tarik elektoral cawapres potensial
22,1661192778125316096,2023-05-24 02:09:56,,Mdhafizg71,"RT @KEADILAN: Perjumpaan antara Perdana Menteri @anwaribrahim  dengan Menteri Pertahanan #Indonesia Prabowo Subianto

#MalaysiaMADANI #Anwa…",Perjumpaan antara Perdana Menteri dengan Menteri Pertahanan Indonesia Prabowo Subianto MalaysiaMADANI Anwa,perjumpaan antara perdana menteri dengan menteri pertahanan indonesia prabowo subianto malaysiamadani anwa,"['perjumpaan', 'perdana', 'menteri', 'menteri', 'pertahanan', 'indonesia', 'malaysiamadani', 'anwa']","['jumpa', 'perdana', 'menteri', 'menteri', 'tahan', 'indonesia', 'malaysiamadani', 'anwa']",jumpa perdana menteri menteri tahan indonesia malaysiamadani anwa
23,1661192583853514752,2023-05-24 02:09:10,RBG-SOLO,__agustine__,"RT @detikcom: Pertemuan Wali Kota Solo, Gibran Rakabuming Raka, dengan Ketum Gerindra, Prabowo Subianto, berujung pemanggilan dari PDIP. Na…",Pertemuan Wali Kota Solo Gibran Rakabuming Raka dengan Ketum Gerindra Prabowo Subianto berujung pemanggilan dari PDIP ,pertemuan wali kota solo gibran rakabuming raka dengan ketum gerindra prabowo subianto berujung pemanggilan dari pdip ,"['pertemuan', 'wali', 'kota', 'solo', 'gibran', 'rakabuming', 'raka', 'ketum', 'gerindra', 'berujung', 'pemanggilan', 'pdip']","['temu', 'wali', 'kota', 'solo', 'gibran', 'rakabuming', 'raka', 'tum', 'gerindra', 'ujung', 'panggil', 'pdip']",temu wali kota solo gibran rakabuming raka tum gerindra ujung panggil pdip
24,1661192433982668800,2023-05-24 02:08:34,,ratih_ploey,"adalah capres Prabowo Subianto dengan angka 33,9 persen,"" ujar dia. #SemuaDukungPrabowo #IkutPakde #SayaSetyoko",adalah capres Prabowo Subianto dengan angka persen ujar SemuaDukungPrabowo IkutPakde SayaSetyoko,adalah capres prabowo subianto dengan angka persen ujar semuadukungprabowo ikutpakde sayasetyoko,"['capres', 'angka', 'persen', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']","['capres', 'angka', 'persen', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']",capres angka persen semuadukungprabowo ikutpakde sayasetyoko
25,1661192428899151872,2023-05-24 02:08:33,,jarudin59,Hasil sejumlah survei menunjukkan elektabilitas Anies Baswedan masih rendah di bawah Ganjar Pranowo dan Prabowo Sub… https://t.co/T3KDOwjB8n,Hasil sejumlah survei menunjukkan elektabilitas Anies Baswedan masih rendah bawah Ganjar Pranowo Prabowo ,hasil sejumlah survei menunjukkan elektabilitas anies baswedan masih rendah bawah ganjar pranowo prabowo ,"['hasil', 'survei', 'elektabilitas', 'rendah']","['hasil', 'survei', 'elektabilitas', 'rendah']",hasil survei elektabilitas rendah
26,1661192302965182464,2023-05-24 02:08:03,,xa_vier99,RT @mingtongue_: Wahh ini dia keakraban Presiden Jokowi dengan Menteri Pertahanan (Menhan) Prabowo Subianto mendapat perhatian luas dari pu…,Wahh keakraban Presiden Jokowi dengan Menteri Pertahanan Menhan Prabowo Subianto mendapat perhatian luas dari ,wahh keakraban presiden jokowi dengan menteri pertahanan menhan prabowo subianto mendapat perhatian luas dari ,"['wahh', 'keakraban', 'presiden', 'jokowi', 'menteri', 'pertahanan', 'menhan', 'perhatian', 'luas']","['wahh', 'akrab', 'presiden', 'jokowi', 'menteri', 'tahan', 'menhan', 'perhati', 'luas']",wahh akrab presiden jokowi menteri tahan menhan perhati luas
27,1661192093547794435,2023-05-24 02:07:13,"Sinjai, Sulawesi Selatan",Suarajelata1,"Langkawi, Malaysia – Menteri Pertahanan Prabowo Subianto menyaksikan penandatanganan dua Memorandum of Understandin… https://t.co/MzRptF2tuz",Langkawi Malaysia Menteri Pertahanan Prabowo Subianto menyaksikan penandatanganan Memorandum Understandin,langkawi malaysia menteri pertahanan prabowo subianto menyaksikan penandatanganan memorandum understandin,"['langkawi', 'malaysia', 'menteri', 'pertahanan', 'menyaksikan', 'penandatanganan', 'memorandum', 'understandin']","['langkawi', 'malaysia', 'menteri', 'tahan', 'saksi', 'penandatanganan', 'memorandum', 'understandin']",langkawi malaysia menteri tahan saksi penandatanganan memorandum understandin
28,1661191943806767106,2023-05-24 02:06:37,,xa_vier99,"RT @7uventusia: Partai besutan Prabowo Subianto ini unggul dari Golkar yang berada di peringkat kedua dengan angka keterpilihan 13,8 persen…",Partai besutan Prabowo Subianto unggul dari Golkar yang berada peringkat kedua dengan angka keterpilihan persen,partai besutan prabowo subianto unggul dari golkar yang berada peringkat kedua dengan angka keterpilihan persen,"['partai', 'besutan', 'unggul', 'golkar', 'peringkat', 'angka', 'keterpilihan', 'persen']","['partai', 'besut', 'unggul', 'golkar', 'peringkat', 'angka', 'pilih', 'persen']",partai besut unggul golkar peringkat angka pilih persen
29,1661191900064546821,2023-05-24 02:06:27,,mocism68,"RT @tvOneNews: Temuan LSI Denny JA mengemukakan Prabowo Subianto unggul dibandingkan Ganjar Pranowo dan Anies Baswedan.

SImak video seleng…",Temuan Denny mengemukakan Prabowo Subianto unggul dibandingkan Ganjar Pranowo Anies Baswedan SImak video seleng,temuan denny mengemukakan prabowo subianto unggul dibandingkan ganjar pranowo anies baswedan simak video seleng,"['temuan', 'denny', 'mengemukakan', 'unggul', 'dibandingkan', 'simak', 'video', 'seleng']","['temu', 'denny', 'muka', 'unggul', 'banding', 'simak', 'video', 'leng']",temu denny muka unggul banding simak video leng
30,1661191891994689536,2023-05-24 02:06:25,,AnggiRudiansya4,"RT @Dahnilanzar: Pak @prabowo memenuhi janji beliau mengirim Tim U-17 Persib, sebagai pemenang Liga Piala Prabowo Subianto, untuk belajar d…", memenuhi janji beliau mengirim Persib sebagai pemenang Liga Piala Prabowo Subianto untuk belajar , memenuhi janji beliau mengirim persib sebagai pemenang liga piala prabowo subianto untuk belajar ,"['memenuhi', 'janji', 'beliau', 'mengirim', 'persib', 'pemenang', 'liga', 'piala', 'belajar']","['penuh', 'janji', 'beliau', 'kirim', 'persib', 'menang', 'liga', 'piala', 'ajar']",penuh janji beliau kirim persib menang liga piala ajar
31,1661191768082374656,2023-05-24 02:05:55,Gorontalo,vivagorontalo,"Golkar Sebut Airlangga Hartarto Cocok Jadi Cawapres Prabowo Subianto, Padahal Dulu Ngotot Capres
#PartaiGolkar… https://t.co/NdzXV89BlX",Golkar Sebut Airlangga Hartarto Cocok Jadi Cawapres Prabowo Subianto Padahal Dulu Ngotot Capres PartaiGolkar,golkar sebut airlangga hartarto cocok jadi cawapres prabowo subianto padahal dulu ngotot capres partaigolkar,"['golkar', 'airlangga', 'hartarto', 'cocok', 'cawapres', 'ngotot', 'capres', 'partaigolkar']","['golkar', 'airlangga', 'hartarto', 'cocok', 'cawapres', 'ngotot', 'capres', 'partaigolkar']",golkar airlangga hartarto cocok cawapres ngotot capres partaigolkar
32,1661191606635208704,2023-05-24 02:05:17,,ratih_ploey,Terkait keunggulan Prabowo Subianto #SemuaDukungPrabowo #IkutPakde #SayaSetyoko,Terkait keunggulan Prabowo Subianto SemuaDukungPrabowo IkutPakde SayaSetyoko,terkait keunggulan prabowo subianto semuadukungprabowo ikutpakde sayasetyoko,"['terkait', 'keunggulan', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']","['kait', 'unggul', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']",kait unggul semuadukungprabowo ikutpakde sayasetyoko
33,1661191463756247040,2023-05-24 02:04:43,,jarudin59,"Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres 2024. Simulasi tiga nama, Ganjar Pranowo men… https://t.co/nLae6bGNQv",Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres Simulasi tiga nama Ganjar Pranowo ,litbang kompas merilis hasil survei terbaru elektabilitas bakal capres simulasi tiga nama ganjar pranowo ,"['litbang', 'kompas', 'merilis', 'hasil', 'survei', 'terbaru', 'elektabilitas', 'capres', 'simulasi', 'nama']","['litbang', 'kompas', 'rilis', 'hasil', 'survei', 'baru', 'elektabilitas', 'capres', 'simulasi', 'nama']",litbang kompas rilis hasil survei baru elektabilitas capres simulasi nama
34,1661191308461965315,2023-05-24 02:04:06,,jarudin59,Hasil Litbang Kompas menunjukkan Partai Gerindra mengalami peningkatan. Partai Gerindra menilai meningkatnya elekta… https://t.co/piEEDIkIho,Hasil Litbang Kompas menunjukkan Partai Gerindra mengalami peningkatan Partai Gerindra menilai meningkatnya elekta,hasil litbang kompas menunjukkan partai gerindra mengalami peningkatan partai gerindra menilai meningkatnya elekta,"['hasil', 'litbang', 'kompas', 'partai', 'gerindra', 'mengalami', 'peningkatan', 'partai', 'gerindra', 'menilai', 'meningkatnya', 'elekta']","['hasil', 'litbang', 'kompas', 'partai', 'gerindra', 'alami', 'tingkat', 'partai', 'gerindra', 'nilai', 'tingkat', 'elekta']",hasil litbang kompas partai gerindra alami tingkat partai gerindra nilai tingkat elekta
35,1661191071366258688,2023-05-24 02:03:09,"Jakarta, Indonesia",detikcom,"Pertemuan Wali Kota Solo, Gibran Rakabuming Raka, dengan Ketum Gerindra, Prabowo Subianto, berujung pemanggilan dar… https://t.co/m4AsaALCc8",Pertemuan Wali Kota Solo Gibran Rakabuming Raka dengan Ketum Gerindra Prabowo Subianto berujung pemanggilan ,pertemuan wali kota solo gibran rakabuming raka dengan ketum gerindra prabowo subianto berujung pemanggilan ,"['pertemuan', 'wali', 'kota', 'solo', 'gibran', 'rakabuming', 'raka', 'ketum', 'gerindra', 'berujung', 'pemanggilan']","['temu', 'wali', 'kota', 'solo', 'gibran', 'rakabuming', 'raka', 'tum', 'gerindra', 'ujung', 'panggil']",temu wali kota solo gibran rakabuming raka tum gerindra ujung panggil
36,1661191068854140928,2023-05-24 02:03:08,,ratih_ploey,"1.Prabowo Subianto: 33,9 persen #SemuaDukungPrabowo #IkutPakde #SayaSetyoko",Prabowo Subianto persen SemuaDukungPrabowo IkutPakde SayaSetyoko,prabowo subianto persen semuadukungprabowo ikutpakde sayasetyoko,"['persen', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']","['persen', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']",persen semuadukungprabowo ikutpakde sayasetyoko
37,1661190481240367104,2023-05-24 02:00:48,,ratih_ploey,"Prabowo Subianto memimpin dengan elektabilitas 33,0 persen. #SemuaDukungPrabowo #IkutPakde #SayaSetyoko",Prabowo Subianto memimpin dengan elektabilitas persen SemuaDukungPrabowo IkutPakde SayaSetyoko,prabowo subianto memimpin dengan elektabilitas persen semuadukungprabowo ikutpakde sayasetyoko,"['memimpin', 'elektabilitas', 'persen', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']","['pimpin', 'elektabilitas', 'persen', 'semuadukungprabowo', 'ikutpakde', 'sayasetyoko']",pimpin elektabilitas persen semuadukungprabowo ikutpakde sayasetyoko
38,1661190185441173505,2023-05-24 01:59:38,Indonesia,nurasmi69,RT @andre_rosiade: Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres 2024. Elektabilitas Prabowo Subianto mengungguli…,Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres Elektabilitas Prabowo Subianto mengungguli,litbang kompas merilis hasil survei terbaru elektabilitas bakal capres elektabilitas prabowo subianto mengungguli,"['litbang', 'kompas', 'merilis', 'hasil', 'survei', 'terbaru', 'elektabilitas', 'capres', 'elektabilitas', 'mengungguli']","['litbang', 'kompas', 'rilis', 'hasil', 'survei', 'baru', 'elektabilitas', 'capres', 'elektabilitas', 'unggul']",litbang kompas rilis hasil survei baru elektabilitas capres elektabilitas unggul
39,1661190105074106368,2023-05-24 01:59:19,,ratih_ploey,"Hasil Survei Elektabilitas Capres Pilpres 2024 Ganjar Pranowo, Anies Baswedan, Prabowo Subianto, Erick Thohir Terup… https://t.co/6Z6pIIUR9h",Hasil Survei Elektabilitas Capres Pilpres Ganjar Pranowo Anies Baswedan Prabowo Subianto Erick Thohir Terup,hasil survei elektabilitas capres pilpres ganjar pranowo anies baswedan prabowo subianto erick thohir terup,"['hasil', 'survei', 'elektabilitas', 'capres', 'pilpres', 'erick', 'thohir', 'terup']","['hasil', 'survei', 'elektabilitas', 'capres', 'pilpres', 'erick', 'thohir', 'terup']",hasil survei elektabilitas capres pilpres erick thohir terup
