,id,date,place,screen_name,text,cleansing,case fold,stopwords,stemming,detokens,label
16,1661195743116525568,2023-05-24 02:21:43,+62 [0711] - PLG,yuswati4271,"RT @xix0_3: Simpang Lima Senen, cantik dan apik sejak jaman Gubernur nya Anies Baswedan.... 
https://t.co/zvJFyRd25K https://t.co/K2om5sydPT",Simpang Lima Senen cantik apik sejak jaman Gubernur Anies Baswedan,simpang lima senen cantik apik sejak jaman gubernur anies baswedan,"['simpang', 'senen', 'cantik', 'apik', 'jaman', 'gubernur']","['simpang', 'senen', 'cantik', 'apik', 'jaman', 'gubernur']",simpang senen cantik apik jaman gubernur,positif
17,1661195732794359808,2023-05-24 02:21:40,,PribadiSetiawa4,"RT @JarnasABWBpn: Selamat Demokrat â¤ï¸ð¥°

Demokrat salah satu dari Partai Koalisi Perubahan pengusung Bacapres Anies Baswedan.

Relawan dan sâ¦",Selamat Demokrat Demokrat salah satu dari Partai Koalisi Perubahan pengusung Bacapres Anies Baswedan Relawan ,selamat demokrat demokrat salah satu dari partai koalisi perubahan pengusung bacapres anies baswedan relawan ,"['selamat', 'demokrat', 'demokrat', 'salah', 'partai', 'koalisi', 'perubahan', 'pengusung', 'bacapres', 'relawan']","['selamat', 'demokrat', 'demokrat', 'salah', 'partai', 'koalisi', 'ubah', 'usung', 'bacapres', 'rawan']",selamat demokrat demokrat salah partai koalisi ubah usung bacapres rawan,positif
18,1661195732123275264,2023-05-24 02:21:40,,TotoSuhadi1,"RT @AbdulRachimmks: Untuk memperkuat jaringan silaturrahmi mari kita sesama pendukung Anies Rasyid Baswedan @aniesbaswedan ,Saling Follow bâ¦",Untuk memperkuat jaringan silaturrahmi mari kita sesama pendukung Anies Rasyid Baswedan Saling Follow ,untuk memperkuat jaringan silaturrahmi mari kita sesama pendukung anies rasyid baswedan saling follow ,"['memperkuat', 'jaringan', 'silaturrahmi', 'pendukung', 'rasyid', 'follow']","['kuat', 'jaring', 'silaturrahmi', 'dukung', 'rasyid', 'follow']",kuat jaring silaturrahmi dukung rasyid follow,positif
19,1661195640167079937,2023-05-24 02:21:18,,ImamMarhamah,"RT @Yurissa_Samosir: Bapak Din Syamsuddin Mantan PP Muhammadiyah Menanggapi Penjegalan Anies Baswedan di Pilpres 2024, padahal Hasil Surveiâ¦",Bapak Syamsuddin Mantan Muhammadiyah Menanggapi Penjegalan Anies Baswedan Pilpres padahal Hasil Survei,bapak syamsuddin mantan muhammadiyah menanggapi penjegalan anies baswedan pilpres padahal hasil survei,"['syamsuddin', 'mantan', 'muhammadiyah', 'menanggapi', 'penjegalan', 'pilpres', 'hasil', 'survei']","['syamsuddin', 'mantan', 'muhammadiyah', 'tanggap', 'jegal', 'pilpres', 'hasil', 'survei']",syamsuddin mantan muhammadiyah tanggap jegal pilpres hasil survei,negatif
20,1661195618386313217,2023-05-24 02:21:13,,DocSbi,"RT @sutanmangara: "" Kalau pedagang ya pedagang saja,  jangan pedagang merangkap pejabat merangkap pembuat aturan."" Anies Baswedan. https://â¦",Kalau pedagang pedagang saja jangan pedagang merangkap pejabat merangkap pembuat aturan Anies Baswedan,kalau pedagang pedagang saja jangan pedagang merangkap pejabat merangkap pembuat aturan anies baswedan,"['pedagang', 'pedagang', 'pedagang', 'merangkap', 'pejabat', 'merangkap', 'pembuat', 'aturan']","['dagang', 'dagang', 'dagang', 'rangkap', 'jabat', 'rangkap', 'buat', 'atur']",dagang dagang dagang rangkap jabat rangkap buat atur,negatif
21,1661195561217982465,2023-05-24 02:20:59,,157anto,"RT @CNNIndonesia: Tiga nama bakal calon presiden akan maju di Pilpres 2024, yakni Prabowo Subianto, Anies Baswedan, dan Ganjar Pranowo. Berâ¦",Tiga nama bakal calon presiden akan maju Pilpres yakni Prabowo Subianto Anies Baswedan Ganjar Pranowo ,tiga nama bakal calon presiden akan maju pilpres yakni prabowo subianto anies baswedan ganjar pranowo ,"['nama', 'calon', 'presiden', 'maju', 'pilpres']","['nama', 'calon', 'presiden', 'maju', 'pilpres']",nama calon presiden maju pilpres,positif
22,1661195560731439105,2023-05-24 02:20:59,,AshleyL61615473,@Sukainfo_ @chleoouk Tolak Deklarasi Anies Baswedan !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAHâ¦ https://t.co/3YU5XEVqvP,Tolak Deklarasi Anies Baswedan HTIFPIDukungAnies AniesDidukungKHILAFAH,tolak deklarasi anies baswedan htifpidukunganies aniesdidukungkhilafah,"['tolak', 'deklarasi', 'htifpidukunganies', 'aniesdidukungkhilafah']","['tolak', 'deklarasi', 'htifpidukunganies', 'aniesdidukungkhilafah']",tolak deklarasi htifpidukunganies aniesdidukungkhilafah,negatif
23,1661195408733876224,2023-05-24 02:20:23,,AndiniZ39292909,"RT @Relawananies: Anies Baswedan Silaturahmi ke Pesantren Nurul Huda Sragen, Disambut Shalawat dan Diajak Keliling Naik Motor Trail

https:â¦",Anies Baswedan Silaturahmi Pesantren Nurul Huda Sragen Disambut Shalawat Diajak Keliling Naik Motor Trail,anies baswedan silaturahmi pesantren nurul huda sragen disambut shalawat diajak keliling naik motor trail,"['silaturahmi', 'pesantren', 'nurul', 'huda', 'sragen', 'disambut', 'shalawat', 'diajak', 'keliling', 'motor', 'trail']","['silaturahmi', 'pesantren', 'nurul', 'huda', 'sragen', 'sambut', 'shalawat', 'ajak', 'keliling', 'motor', 'trail']",silaturahmi pesantren nurul huda sragen sambut shalawat ajak keliling motor trail,positif
24,1661195275934007296,2023-05-24 02:19:51,,black586780555,RT @NataliusPigai2: https://t.co/CIqalnEqoX Kalau Hasto bilang Anies Politik Identitas karena Agama Islam maka Saya mau  bertanya dan menguâ¦,Kalau Hasto bilang Anies Politik Identitas karena Agama Islam maka Saya bertanya mengu,kalau hasto bilang anies politik identitas karena agama islam maka saya bertanya mengu,"['hasto', 'bilang', 'politik', 'identitas', 'agama', 'islam', 'mengu']","['hasto', 'bilang', 'politik', 'identitas', 'agama', 'islam', 'mengu']",hasto bilang politik identitas agama islam mengu,negatif
25,1661195266580684800,2023-05-24 02:19:49,,et_fath,"RT @geloraco: Geisz Chalifah Tantang PDIP Adu Prestasi dengan Anies Baswedan saat Pimpin DKI
https://t.co/OjFftmHYBD",Geisz Chalifah Tantang PDIP Prestasi dengan Anies Baswedan saat Pimpin ,geisz chalifah tantang pdip prestasi dengan anies baswedan saat pimpin ,"['geisz', 'chalifah', 'tantang', 'pdip', 'prestasi', 'pimpin']","['geisz', 'chalifah', 'tantang', 'pdip', 'prestasi', 'pimpin']",geisz chalifah tantang pdip prestasi pimpin,positif
26,1661195227762413568,2023-05-24 02:19:40,,et_fath,"RT @Relawananies: Mantan Ketum PP Muhammadiyah: Anies Baswedan Cocok untuk Indonesia Masa Depan

https://t.co/3lRoV2E7iC",Mantan Ketum Muhammadiyah Anies Baswedan Cocok untuk Indonesia Masa Depan,mantan ketum muhammadiyah anies baswedan cocok untuk indonesia masa depan,"['mantan', 'ketum', 'muhammadiyah', 'cocok', 'indonesia']","['mantan', 'tum', 'muhammadiyah', 'cocok', 'indonesia']",mantan tum muhammadiyah cocok indonesia,positif
27,1661195138226606080,2023-05-24 02:19:19,,PLANGONs72,"RT @AnKiiim_: âDin Syamsuddin mendukung Capres Anies Baswedan pilihan PKS dan Koalisi Perubahanâ

Alhamdulillah semoga kemenangan berpihakâ¦", Syamsuddin mendukung Capres Anies Baswedan pilihan Koalisi Perubahan Alhamdulillah semoga kemenangan berpihak, syamsuddin mendukung capres anies baswedan pilihan koalisi perubahan alhamdulillah semoga kemenangan berpihak,"['syamsuddin', 'mendukung', 'capres', 'pilihan', 'koalisi', 'perubahan', 'alhamdulillah', 'semoga', 'kemenangan', 'berpihak']","['syamsuddin', 'dukung', 'capres', 'pilih', 'koalisi', 'ubah', 'alhamdulillah', 'moga', 'menang', 'pihak']",syamsuddin dukung capres pilih koalisi ubah alhamdulillah moga menang pihak,positif
28,1661195096166113280,2023-05-24 02:19:09,"Jakarta Selatan, DKI Jakarta",heraldindo,"Anies Baswedan ternyata pengurus Muhammadiyah.

https://t.co/J8gQx0A0No

#anisbaswedan #Muhammadiyah",Anies Baswedan ternyata pengurus Muhammadiyah anisbaswedan Muhammadiyah,anies baswedan ternyata pengurus muhammadiyah anisbaswedan muhammadiyah,"['pengurus', 'muhammadiyah', 'anisbaswedan', 'muhammadiyah']","['urus', 'muhammadiyah', 'anisbaswedan', 'muhammadiyah']",urus muhammadiyah anisbaswedan muhammadiyah,negatif
29,1661195075240738816,2023-05-24 02:19:04,,PribadiSetiawa4,RT @tempodotco: Din Syamsuddin: Anies Baswedan Baik dan Cocok untuk Indonesia Masa Depan https://t.co/dfMsrls6n0, Syamsuddin Anies Baswedan Baik Cocok untuk Indonesia Masa Depan, syamsuddin anies baswedan baik cocok untuk indonesia masa depan,"['syamsuddin', 'cocok', 'indonesia']","['syamsuddin', 'cocok', 'indonesia']",syamsuddin cocok indonesia,positif
30,1661194880763441154,2023-05-24 02:18:17,,P3n99u94t,"RT @FR33D0ML4ND2_: Betul sekali ðð®ð©
Kehadiran Anies Baswedan berkah luarbiasa bagi 270 juta rakyat Indonesia yg ingin ada perubahan, udah mâ¦",Betul sekali Kehadiran Anies Baswedan berkah luarbiasa bagi juta rakyat Indonesia ingin perubahan udah ,betul sekali kehadiran anies baswedan berkah luarbiasa bagi juta rakyat indonesia ingin perubahan udah ,"['kehadiran', 'berkah', 'luarbiasa', 'juta', 'rakyat', 'indonesia', 'perubahan', 'udah']","['hadir', 'berkah', 'luarbiasa', 'juta', 'rakyat', 'indonesia', 'ubah', 'udah']",hadir berkah luarbiasa juta rakyat indonesia ubah udah,positif
31,1661194875218563074,2023-05-24 02:18:16,jawa barat,yapjabar,"@Munir_Timur Saya orang biasa,  tapi kalau melihat rekam jejak bapak anies baswedan, rekam jejaknya hanya Katanisasâ¦ https://t.co/AaSqEMCZ0Z",Saya orang biasa tapi kalau melihat rekam jejak bapak anies baswedan rekam jejaknya hanya Katanisas,saya orang biasa tapi kalau melihat rekam jejak bapak anies baswedan rekam jejaknya hanya katanisas,"['orang', 'rekam', 'jejak', 'rekam', 'jejaknya', 'katanisas']","['orang', 'rekam', 'jejak', 'rekam', 'jejak', 'katanisas']",orang rekam jejak rekam jejak katanisas,negatif
32,1661194510217670663,2023-05-24 02:16:49,,ct2017d3teoits,"RT @wilijantoEP: Mas @aniesbaswedan Tidak Perlu Bayar Buzzer Untuk Popularitas, Tidak Perlu Buzzer Untuk Menyerang Kubu Lain !! 

Anies Basâ¦", Tidak Perlu Bayar Buzzer Untuk Popularitas Tidak Perlu Buzzer Untuk Menyerang Kubu Lain Anies , tidak perlu bayar buzzer untuk popularitas tidak perlu buzzer untuk menyerang kubu lain anies ,"['bayar', 'buzzer', 'popularitas', 'buzzer', 'menyerang', 'kubu']","['bayar', 'buzzer', 'popularitas', 'buzzer', 'serang', 'kubu']",bayar buzzer popularitas buzzer serang kubu,negatif
33,1661194468366884865,2023-05-24 02:16:39,,P3n99u94t,RT @pasopati5151: Seandainya Skandal Memalulan Ijazah Palsu itu menimpa Anies Baswedan pastilah gelombang nyinyir tiada henti dari segala pâ¦,Seandainya Skandal Memalulan Ijazah Palsu menimpa Anies Baswedan pastilah gelombang nyinyir tiada henti dari segala ,seandainya skandal memalulan ijazah palsu menimpa anies baswedan pastilah gelombang nyinyir tiada henti dari segala ,"['seandainya', 'skandal', 'memalulan', 'ijazah', 'palsu', 'menimpa', 'gelombang', 'nyinyir', 'tiada', 'henti']","['anda', 'skandal', 'memalulan', 'ijazah', 'palsu', 'timpa', 'gelombang', 'nyinyir', 'tiada', 'henti']",anda skandal memalulan ijazah palsu timpa gelombang nyinyir tiada henti,negatif
34,1661194354743218176,2023-05-24 02:16:12,,DocSbi,"RT @putrisakera: Saya tetap konsisten dukung Anies Baswedan menjadi presiden Republik Indonesia.

Warga Net yang mendukung Anies presiden sâ¦",Saya tetap konsisten dukung Anies Baswedan menjadi presiden Republik Indonesia Warga yang mendukung Anies presiden ,saya tetap konsisten dukung anies baswedan menjadi presiden republik indonesia warga yang mendukung anies presiden ,"['konsisten', 'dukung', 'presiden', 'republik', 'indonesia', 'warga', 'mendukung', 'presiden']","['konsisten', 'dukung', 'presiden', 'republik', 'indonesia', 'warga', 'dukung', 'presiden']",konsisten dukung presiden republik indonesia warga dukung presiden,positif
35,1661194280676003841,2023-05-24 02:15:54,,arisanummat,"RT @KrisyantoOni: Apa kabar rekan2 Buzzer Bok3p
Kami Buzzer IMB ð
2024 ANIES BASWEDAN PRESIDEN ð®ð©
Salam Demokrasi Waras
#AniesBaswedanLebihâ¦", kabar rekan Buzzer Bokp Kami Buzzer ANIES BASWEDAN PRESIDEN Salam Demokrasi Waras AniesBaswedanLebih, kabar rekan buzzer bokp kami buzzer anies baswedan presiden salam demokrasi waras aniesbaswedanlebih,"['kabar', 'rekan', 'buzzer', 'bokp', 'buzzer', 'presiden', 'salam', 'demokrasi', 'waras', 'aniesbaswedanlebih']","['kabar', 'rekan', 'buzzer', 'bokp', 'buzzer', 'presiden', 'salam', 'demokrasi', 'waras', 'aniesbaswedanlebih']",kabar rekan buzzer bokp buzzer presiden salam demokrasi waras aniesbaswedanlebih,negatif
36,1661194116003422210,2023-05-24 02:15:15,,mariyaane,"RT @MichelAdam7__: ""Sudah waktunya Indonesia keluar dari cengkeraman oligarki. Kita jadikan pribumi Tuan, bukan pembantu, di negerinya sendâ¦",Sudah waktunya Indonesia keluar dari cengkeraman oligarki Kita jadikan pribumi Tuan bukan pembantu negerinya send,sudah waktunya indonesia keluar dari cengkeraman oligarki kita jadikan pribumi tuan bukan pembantu negerinya send,"['indonesia', 'cengkeraman', 'oligarki', 'jadikan', 'pribumi', 'tuan', 'pembantu', 'negerinya', 'send']","['indonesia', 'cengkeram', 'oligarki', 'jadi', 'pribumi', 'tuan', 'bantu', 'negeri', 'send']",indonesia cengkeram oligarki jadi pribumi tuan bantu negeri send,negatif
37,1661194110148161536,2023-05-24 02:15:14,,jarudin59,"Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres 2024. Simulasi tiga nama, Ganjar Pranowo menâ¦ https://t.co/bKZAAMT9W1",Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres Simulasi tiga nama Ganjar Pranowo ,litbang kompas merilis hasil survei terbaru elektabilitas bakal capres simulasi tiga nama ganjar pranowo ,"['litbang', 'kompas', 'merilis', 'hasil', 'survei', 'terbaru', 'elektabilitas', 'capres', 'simulasi', 'nama']","['litbang', 'kompas', 'rilis', 'hasil', 'survei', 'baru', 'elektabilitas', 'capres', 'simulasi', 'nama']",litbang kompas rilis hasil survei baru elektabilitas capres simulasi nama,negatif
38,1661193970591080448,2023-05-24 02:14:40,,mashermawan10,"RT @YepryR: Terimakasih Ponorogo jawa timur,tetap melebar dukung anies baswedan untuk perubahan lebih baik . https://t.co/EFOZyvIEf6",Terimakasih Ponorogo jawa timur tetap melebar dukung anies baswedan untuk perubahan lebih baik,terimakasih ponorogo jawa timur tetap melebar dukung anies baswedan untuk perubahan lebih baik,"['terimakasih', 'ponorogo', 'jawa', 'timur', 'melebar', 'dukung', 'perubahan']","['terimakasih', 'ponorogo', 'jawa', 'timur', 'lebar', 'dukung', 'ubah']",terimakasih ponorogo jawa timur lebar dukung ubah,positif
39,1661193825719558145,2023-05-24 02:14:06,"Palmerah, Jakarta",hariankompas,"Masih belum solidnya kadar loyalitas dukungan pada ketiga calon presiden rujukan publik: Anies Baswedan, Ganjar Praâ¦ https://t.co/9RBgQdNaW7",Masih belum solidnya kadar loyalitas dukungan pada ketiga calon presiden rujukan publik Anies Baswedan Ganjar ,masih belum solidnya kadar loyalitas dukungan pada ketiga calon presiden rujukan publik anies baswedan ganjar ,"['solidnya', 'kadar', 'loyalitas', 'dukungan', 'ketiga', 'calon', 'presiden', 'rujukan', 'publik']","['solid', 'kadar', 'loyalitas', 'dukung', 'tiga', 'calon', 'presiden', 'rujuk', 'publik']",solid kadar loyalitas dukung tiga calon presiden rujuk publik,positif
