,id,date,place,screen_name,text,cleansing,case fold,stopwords,stemming,detokens,label
10,1661195790533165058,2023-05-24 02:21:54,,PribadiSetiawa4,"RT @MichelAdam9191: Capres PDIP Ganjar Pranowo disebut2 dalam korupsi E-KTP. 

Cawapresnya Nasaruddin Umar disebut2 dalam putusan pidana Ahâ¦",Capres PDIP Ganjar Pranowo disebut dalam korupsi Cawapresnya Nasaruddin Umar disebut dalam putusan pidana ,capres pdip ganjar pranowo disebut dalam korupsi cawapresnya nasaruddin umar disebut dalam putusan pidana ,"['capres', 'pdip', 'korupsi', 'cawapresnya', 'nasaruddin', 'umar', 'putusan', 'pidana']","['capres', 'pdip', 'korupsi', 'cawapresnya', 'nasaruddin', 'umar', 'putus', 'pidana']",capres pdip korupsi cawapresnya nasaruddin umar putus pidana,negatif
11,1661195734908297216,2023-05-24 02:21:41,Somewhere over the ð,kf45_,"RT @abhi_go0: Penghargaan Wajar Tanpa Pengecualian (WTP) ke -12 berturut2 dari Badan Pemeriksa Keuangan (BPK) RI di raih oleh 
Pemerintah Pâ¦",Penghargaan Wajar Tanpa Pengecualian berturut dari Badan Pemeriksa Keuangan raih oleh Pemerintah ,penghargaan wajar tanpa pengecualian berturut dari badan pemeriksa keuangan raih oleh pemerintah ,"['penghargaan', 'wajar', 'pengecualian', 'badan', 'pemeriksa', 'keuangan', 'raih', 'pemerintah']","['harga', 'wajar', 'kecuali', 'badan', 'periksa', 'uang', 'raih', 'perintah']",harga wajar kecuali badan periksa uang raih perintah,positif
12,1661195726754549760,2023-05-24 02:21:39,,DS_yantie,RT @Lilliand2011: Gubernur Jateng Ganjar Pranowo membuka ajang Pekan Paralympic Pelajar Daerah (Peparpeda) Jawa Tengah tahun 2023 di Kusumaâ¦,Gubernur Jateng Ganjar Pranowo membuka ajang Pekan Paralympic Pelajar Daerah Peparpeda Jawa Tengah tahun Kusuma,gubernur jateng ganjar pranowo membuka ajang pekan paralympic pelajar daerah peparpeda jawa tengah tahun kusuma,"['gubernur', 'jateng', 'membuka', 'ajang', 'pekan', 'paralympic', 'pelajar', 'daerah', 'peparpeda', 'jawa', 'kusuma']","['gubernur', 'jateng', 'buka', 'ajang', 'pekan', 'paralympic', 'ajar', 'daerah', 'peparpeda', 'jawa', 'kusuma']",gubernur jateng buka ajang pekan paralympic ajar daerah peparpeda jawa kusuma,negatif
13,1661195679992016896,2023-05-24 02:21:28,"Tangerang, Indonesia",putra_mahkota3,Masyarakat dukung Ganjar Pranowo https://t.co/Vbs3qdFQUN,Masyarakat dukung Ganjar Pranowo,masyarakat dukung ganjar pranowo,"['masyarakat', 'dukung']","['masyarakat', 'dukung']",masyarakat dukung,positif
14,1661195600522805250,2023-05-24 02:21:09,,membangunnegri1,"RT @membangunnegri1: Intinya 2024 Presidennya Ganjar Pranowo ð.

Becca Messi Depok Size 40 Tidur Raline Shah Laki-laki Nana Mirdad Kebangunâ¦",Intinya Presidennya Ganjar Pranowo Becca Messi Depok Size Tidur Raline Shah Laki laki Nana Mirdad Kebangun,intinya presidennya ganjar pranowo becca messi depok size tidur raline shah laki laki nana mirdad kebangun,"['intinya', 'presidennya', 'becca', 'messi', 'depok', 'size', 'tidur', 'raline', 'shah', 'laki', 'laki', 'nana', 'mirdad', 'kebangun']","['inti', 'presiden', 'becca', 'messi', 'depok', 'size', 'tidur', 'raline', 'shah', 'laki', 'laki', 'nana', 'mirdad', 'bangun']",inti presiden becca messi depok size tidur raline shah laki laki nana mirdad bangun,negatif
15,1661195585028870145,2023-05-24 02:21:05,"Tangerang, Indonesia",putra_mahkota3,Best Leader Ganjar Pranowo https://t.co/CWCHhmB0ok,Best Leader Ganjar Pranowo,best leader ganjar pranowo,"['best', 'leader']","['best', 'leader']",best leader,negatif
16,1661195574060929024,2023-05-24 02:21:03,,P3n99u94t,"RT @FR33D0ML4ND2_: Pemimpin terburuk adalah Presiden dengan jejak rekam tidak bersih dan penuh dongkrakan pencitraan palsu yg menjijikan.
Râ¦",Pemimpin terburuk adalah Presiden dengan jejak rekam tidak bersih penuh dongkrakan pencitraan palsu menjijikan ,pemimpin terburuk adalah presiden dengan jejak rekam tidak bersih penuh dongkrakan pencitraan palsu menjijikan ,"['pemimpin', 'terburuk', 'presiden', 'jejak', 'rekam', 'bersih', 'penuh', 'dongkrakan', 'pencitraan', 'palsu', 'menjijikan']","['pimpin', 'buruk', 'presiden', 'jejak', 'rekam', 'bersih', 'penuh', 'dongkrak', 'citra', 'palsu', 'jijik']",pimpin buruk presiden jejak rekam bersih penuh dongkrak citra palsu jijik,negatif
17,1661195561217982465,2023-05-24 02:20:59,,157anto,"RT @CNNIndonesia: Tiga nama bakal calon presiden akan maju di Pilpres 2024, yakni Prabowo Subianto, Anies Baswedan, dan Ganjar Pranowo. Berâ¦",Tiga nama bakal calon presiden akan maju Pilpres yakni Prabowo Subianto Anies Baswedan Ganjar Pranowo ,tiga nama bakal calon presiden akan maju pilpres yakni prabowo subianto anies baswedan ganjar pranowo ,"['nama', 'calon', 'presiden', 'maju', 'pilpres']","['nama', 'calon', 'presiden', 'maju', 'pilpres']",nama calon presiden maju pilpres,positif
18,1661195490015211528,2023-05-24 02:20:42,"Tangerang, Indonesia",putra_mahkota3,Ganjar Pranowo adalah sosok pemimpin yang perduli terhadap mansyarakat kecil https://t.co/LJVVmwAYsW,Ganjar Pranowo adalah sosok pemimpin yang perduli terhadap mansyarakat kecil,ganjar pranowo adalah sosok pemimpin yang perduli terhadap mansyarakat kecil,"['sosok', 'pemimpin', 'perduli', 'mansyarakat']","['sosok', 'pimpin', 'duli', 'mansyarakat']",sosok pimpin duli mansyarakat,negatif
19,1661195310495064064,2023-05-24 02:20:00,,logikabangsa,"Gibran tetap tegak lurus dukung Ganjar Pranowo.

Hasto
Messi
Salma
Laki-laki https://t.co/m0HZbCseyY",Gibran tetap tegak lurus dukung Ganjar Pranowo Hasto Messi Salma Laki laki,gibran tetap tegak lurus dukung ganjar pranowo hasto messi salma laki laki,"['gibran', 'tegak', 'lurus', 'dukung', 'hasto', 'messi', 'salma', 'laki', 'laki']","['gibran', 'tegak', 'lurus', 'dukung', 'hasto', 'messi', 'salma', 'laki', 'laki']",gibran tegak lurus dukung hasto messi salma laki laki,positif
20,1661195310495059969,2023-05-24 02:20:00,,mediabangsaa,"Gibran tetap tegak lurus dukung Ganjar Pranowo.

Hasto
Messi
Salma
Laki-laki https://t.co/o0wKhSYRjR",Gibran tetap tegak lurus dukung Ganjar Pranowo Hasto Messi Salma Laki laki,gibran tetap tegak lurus dukung ganjar pranowo hasto messi salma laki laki,"['gibran', 'tegak', 'lurus', 'dukung', 'hasto', 'messi', 'salma', 'laki', 'laki']","['gibran', 'tegak', 'lurus', 'dukung', 'hasto', 'messi', 'salma', 'laki', 'laki']",gibran tegak lurus dukung hasto messi salma laki laki,positif
21,1661195122124664832,2023-05-24 02:19:15,,AbuHani37082299,"RT @OposisiCerdas: Heboh Isu Hasil Survei Jokowi dan Ganjar Pranowo Diduga Dimanipulasi, Refly Harun: dengan Membayar https://t.co/or76P17nâ¦",Heboh Hasil Survei Jokowi Ganjar Pranowo Diduga Dimanipulasi Refly Harun dengan Membayar,heboh hasil survei jokowi ganjar pranowo diduga dimanipulasi refly harun dengan membayar,"['heboh', 'hasil', 'survei', 'jokowi', 'diduga', 'dimanipulasi', 'refly', 'harun', 'membayar']","['heboh', 'hasil', 'survei', 'jokowi', 'duga', 'manipulasi', 'refly', 'harun', 'bayar']",heboh hasil survei jokowi duga manipulasi refly harun bayar,positif
22,1661195113765421056,2023-05-24 02:19:13,,Teropong62,"RT @Teropong62: Intinya 2024 Presidennya Ganjar Pranowo ð.

Becca Messi Depok Size 40 Tidur Raline Shah Laki-laki Nana Mirdad Kebangun Fajrâ¦",Intinya Presidennya Ganjar Pranowo Becca Messi Depok Size Tidur Raline Shah Laki laki Nana Mirdad Kebangun Fajr,intinya presidennya ganjar pranowo becca messi depok size tidur raline shah laki laki nana mirdad kebangun fajr,"['intinya', 'presidennya', 'becca', 'messi', 'depok', 'size', 'tidur', 'raline', 'shah', 'laki', 'laki', 'nana', 'mirdad', 'kebangun', 'fajr']","['inti', 'presiden', 'becca', 'messi', 'depok', 'size', 'tidur', 'raline', 'shah', 'laki', 'laki', 'nana', 'mirdad', 'bangun', 'fajr']",inti presiden becca messi depok size tidur raline shah laki laki nana mirdad bangun fajr,negatif
23,1661195058329300992,2023-05-24 02:19:00,"Sumatera Utara, Indonesia",inakbarnst,"Ganjar Pranowo, Pemimpin sejati bangsa Indonesia https://t.co/YcwHUqlHqW",Ganjar Pranowo Pemimpin sejati bangsa Indonesia,ganjar pranowo pemimpin sejati bangsa indonesia,"['pemimpin', 'sejati', 'bangsa', 'indonesia']","['pimpin', 'sejati', 'bangsa', 'indonesia']",pimpin sejati bangsa indonesia,negatif
24,1661194898039554048,2023-05-24 02:18:21,"Tangerang, Indonesia",putra_mahkota3,Ganjar Pranowo sosok pemimpin yang dibutuhkan bangsa Indonesia https://t.co/MXIQ6nlokc,Ganjar Pranowo sosok pemimpin yang dibutuhkan bangsa Indonesia,ganjar pranowo sosok pemimpin yang dibutuhkan bangsa indonesia,"['sosok', 'pemimpin', 'dibutuhkan', 'bangsa', 'indonesia']","['sosok', 'pimpin', 'butuh', 'bangsa', 'indonesia']",sosok pimpin butuh bangsa indonesia,negatif
25,1661194767840219139,2023-05-24 02:17:50,banten,IndramayuJuli,RT @ruhutsitompul: Memalukan eh masih berani Ngebacot dan Nynyir memfitnah Mas Ganjar Pranowo Calon Presiden PDI Perjuangan dan R a k y a tâ¦,Memalukan masih berani Ngebacot Nynyir memfitnah Ganjar Pranowo Calon Presiden Perjuangan ,memalukan masih berani ngebacot nynyir memfitnah ganjar pranowo calon presiden perjuangan ,"['memalukan', 'berani', 'ngebacot', 'nynyir', 'memfitnah', 'calon', 'presiden', 'perjuangan']","['malu', 'berani', 'ngebacot', 'nynyir', 'fitnah', 'calon', 'presiden', 'juang']",malu berani ngebacot nynyir fitnah calon presiden juang,negatif
26,1661194677851389953,2023-05-24 02:17:29,,Suara62,"RT @Suara62: Intinya 2024 Presidennya Ganjar Pranowo ð.

Becca Messi Depok Size 40 Tidur Raline Shah Laki-laki Nana Mirdad Kebangun Fajri Tâ¦",Intinya Presidennya Ganjar Pranowo Becca Messi Depok Size Tidur Raline Shah Laki laki Nana Mirdad Kebangun Fajri ,intinya presidennya ganjar pranowo becca messi depok size tidur raline shah laki laki nana mirdad kebangun fajri ,"['intinya', 'presidennya', 'becca', 'messi', 'depok', 'size', 'tidur', 'raline', 'shah', 'laki', 'laki', 'nana', 'mirdad', 'kebangun', 'fajri']","['inti', 'presiden', 'becca', 'messi', 'depok', 'size', 'tidur', 'raline', 'shah', 'laki', 'laki', 'nana', 'mirdad', 'bangun', 'fajri']",inti presiden becca messi depok size tidur raline shah laki laki nana mirdad bangun fajri,negatif
27,1661194653058879489,2023-05-24 02:17:23,,AurelNovelia,"Sementara itu, Gubernur GanjarÂ Pranowo dlm sambutannya menyampaikan apresiasi kepada seluruh jajarannya di Pemprovâ¦ https://t.co/sMOeI3p0BW",Sementara Gubernur Ganjar Pranowo sambutannya menyampaikan apresiasi kepada seluruh jajarannya Pemprov,sementara gubernur ganjar pranowo sambutannya menyampaikan apresiasi kepada seluruh jajarannya pemprov,"['gubernur', 'sambutannya', 'apresiasi', 'jajarannya', 'pemprov']","['gubernur', 'sambut', 'apresiasi', 'jajar', 'pemprov']",gubernur sambut apresiasi jajar pemprov,negatif
28,1661194651343413251,2023-05-24 02:17:23,"DKI Jakarta, Indonesia",ayojakartanews,"Dinner Ganjar dan Gibran Jadi Sorotan, Ada Kaitannya dengan Prabowo?
#GanjarPranowo #PrabowoSubianto #Gibran 
https://t.co/3OEn5J9jmm",Dinner Ganjar Gibran Jadi Sorotan Kaitannya dengan Prabowo GanjarPranowo PrabowoSubianto Gibran,dinner ganjar gibran jadi sorotan kaitannya dengan prabowo ganjarpranowo prabowosubianto gibran,"['dinner', 'gibran', 'sorotan', 'kaitannya', 'ganjarpranowo', 'prabowosubianto', 'gibran']","['dinner', 'gibran', 'sorot', 'kait', 'ganjarpranowo', 'prabowosubianto', 'gibran']",dinner gibran sorot kait ganjarpranowo prabowosubianto gibran,negatif
29,1661194645483958275,2023-05-24 02:17:21,Bekasi-Jawa Barat-Indonesia,LaingenLisa,"""Semoga Ganjar Pranowo bisa melanjutkan kepemimpinan Nasional dari pak Presiden Joko Widodo,""...ðð®ð©
Ganjar Pranowo 
https://t.co/5EYbeMtIgW",Semoga Ganjar Pranowo bisa melanjutkan kepemimpinan Nasional dari Presiden Joko Widodo Ganjar Pranowo,semoga ganjar pranowo bisa melanjutkan kepemimpinan nasional dari presiden joko widodo ganjar pranowo,"['semoga', 'melanjutkan', 'kepemimpinan', 'nasional', 'presiden', 'joko', 'widodo']","['moga', 'lanjut', 'pimpin', 'nasional', 'presiden', 'joko', 'widodo']",moga lanjut pimpin nasional presiden joko widodo,negatif
30,1661194408342212608,2023-05-24 02:16:25,"North Moluccas, Indonesia",linuxternate,"RT @Wadas_Melawan: Repost @lhkp_ppmuh 
Pada kenyataannya pemerintah pusat dan pemerintah jateng di bawah kepemimpinan Ganjar Pranowo sampaiâ¦",Repost Pada kenyataannya pemerintah pusat pemerintah jateng bawah kepemimpinan Ganjar Pranowo sampai,repost pada kenyataannya pemerintah pusat pemerintah jateng bawah kepemimpinan ganjar pranowo sampai,"['repost', 'kenyataannya', 'pemerintah', 'pusat', 'pemerintah', 'jateng', 'kepemimpinan']","['repost', 'nyata', 'perintah', 'pusat', 'perintah', 'jateng', 'pimpin']",repost nyata perintah pusat perintah jateng pimpin,negatif
31,1661194355598827521,2023-05-24 02:16:12,,Anjani2913,"RT @Official_SAGA_: Ganjar Pranowo adalah pemimpin yang konsisten mewujudkan toleransi, moderasi beragama dan melawan paham intoleran dariâ¦",Ganjar Pranowo adalah pemimpin yang konsisten mewujudkan toleransi moderasi beragama melawan paham intoleran dari,ganjar pranowo adalah pemimpin yang konsisten mewujudkan toleransi moderasi beragama melawan paham intoleran dari,"['pemimpin', 'konsisten', 'mewujudkan', 'toleransi', 'moderasi', 'beragama', 'melawan', 'paham', 'intoleran']","['pimpin', 'konsisten', 'wujud', 'toleransi', 'moderasi', 'agama', 'lawan', 'paham', 'intoleran']",pimpin konsisten wujud toleransi moderasi agama lawan paham intoleran,positif
32,1661194349932171269,2023-05-24 02:16:11,Somewhere over the ð,kf45_,"RT @RenaHoston178: Buka Pekan Paralympic Pelajar Daerah, Ini Pesan Ganjar 

SURAKARTA - Gubernur Jawa Tengah Ganjar Pranowo membuka ajang Pâ¦",Buka Pekan Paralympic Pelajar Daerah Pesan Ganjar SURAKARTA Gubernur Jawa Tengah Ganjar Pranowo membuka ajang ,buka pekan paralympic pelajar daerah pesan ganjar surakarta gubernur jawa tengah ganjar pranowo membuka ajang ,"['buka', 'pekan', 'paralympic', 'pelajar', 'daerah', 'pesan', 'surakarta', 'gubernur', 'jawa', 'membuka', 'ajang']","['buka', 'pekan', 'paralympic', 'ajar', 'daerah', 'pesan', 'surakarta', 'gubernur', 'jawa', 'buka', 'ajang']",buka pekan paralympic ajar daerah pesan surakarta gubernur jawa buka ajang,negatif
33,1661194325274038272,2023-05-24 02:16:05,Alam Bawah Sadar,RSeptianEGeo,"Ganjar Pranowo dan Gibran Rakabuming Dinner Bareng, Bahas Pertemuan dengan Prabowo PresidenSubianto? - Ayo Jakartaâ¦ https://t.co/boWEoZCL4w",Ganjar Pranowo Gibran Rakabuming Dinner Bareng Bahas Pertemuan dengan Prabowo PresidenSubianto Jakarta,ganjar pranowo gibran rakabuming dinner bareng bahas pertemuan dengan prabowo presidensubianto jakarta,"['gibran', 'rakabuming', 'dinner', 'bareng', 'bahas', 'pertemuan', 'presidensubianto', 'jakarta']","['gibran', 'rakabuming', 'dinner', 'bareng', 'bahas', 'temu', 'presidensubianto', 'jakarta']",gibran rakabuming dinner bareng bahas temu presidensubianto jakarta,negatif
34,1661194248233054208,2023-05-24 02:15:46,"Papua Barat, Indonesia",Fino32775541,"Ganjar Pranowo Pemimpin Sejati Bangsa Indonesia
#GanjarCapres https://t.co/otSFgcz226",Ganjar Pranowo Pemimpin Sejati Bangsa Indonesia GanjarCapres,ganjar pranowo pemimpin sejati bangsa indonesia ganjarcapres,"['pemimpin', 'sejati', 'bangsa', 'indonesia', 'ganjarcapres']","['pimpin', 'sejati', 'bangsa', 'indonesia', 'ganjarcapres']",pimpin sejati bangsa indonesia ganjarcapres,negatif
35,1661194197003821056,2023-05-24 02:15:34,,SuaraIND62,"RT @SuaraIND62: Siap Pak Rudianto Tjen ! kita kawal terus Ganjar Pranowo hingga menjadi RI-1 2024.

Becca Info Gempa Mag Raline Shah Messiâ¦",Siap Rudianto Tjen kita kawal terus Ganjar Pranowo hingga menjadi Becca Info Gempa Raline Shah Messi,siap rudianto tjen kita kawal terus ganjar pranowo hingga menjadi becca info gempa raline shah messi,"['rudianto', 'tjen', 'kawal', 'becca', 'info', 'gempa', 'raline', 'shah', 'messi']","['rudianto', 'tjen', 'kawal', 'becca', 'info', 'gempa', 'raline', 'shah', 'messi']",rudianto tjen kawal becca info gempa raline shah messi,positif
36,1661194161108971521,2023-05-24 02:15:26,,SuaraIND62,"RT @SuaraIND62: Solid dan satu suara untuk kemenangan Ganjar Pranowo menjadi RI-1 2024.

Becca Messi Depok Size 40 Tidur Raline Shah Laki-lâ¦",Solid satu suara untuk kemenangan Ganjar Pranowo menjadi Becca Messi Depok Size Tidur Raline Shah Laki ,solid satu suara untuk kemenangan ganjar pranowo menjadi becca messi depok size tidur raline shah laki ,"['solid', 'suara', 'kemenangan', 'becca', 'messi', 'depok', 'size', 'tidur', 'raline', 'shah', 'laki']","['solid', 'suara', 'menang', 'becca', 'messi', 'depok', 'size', 'tidur', 'raline', 'shah', 'laki']",solid suara menang becca messi depok size tidur raline shah laki,positif
37,1661194156394545153,2023-05-24 02:15:25,Lubang Sewu WDLT,super_mijo,Gubernur Jawa Tengah Ganjar Pranowo membuka ajang Pekan Paralympic Pelajar Daerah (Peparpeda) Jawa Tengah tahun 202â¦ https://t.co/FlnxDYtp3h,Gubernur Jawa Tengah Ganjar Pranowo membuka ajang Pekan Paralympic Pelajar Daerah Peparpeda Jawa Tengah tahun,gubernur jawa tengah ganjar pranowo membuka ajang pekan paralympic pelajar daerah peparpeda jawa tengah tahun,"['gubernur', 'jawa', 'membuka', 'ajang', 'pekan', 'paralympic', 'pelajar', 'daerah', 'peparpeda', 'jawa']","['gubernur', 'jawa', 'buka', 'ajang', 'pekan', 'paralympic', 'ajar', 'daerah', 'peparpeda', 'jawa']",gubernur jawa buka ajang pekan paralympic ajar daerah peparpeda jawa,negatif
38,1661194110148161536,2023-05-24 02:15:14,,jarudin59,"Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres 2024. Simulasi tiga nama, Ganjar Pranowo menâ¦ https://t.co/bKZAAMT9W1",Litbang Kompas merilis hasil survei terbaru elektabilitas bakal capres Simulasi tiga nama Ganjar Pranowo ,litbang kompas merilis hasil survei terbaru elektabilitas bakal capres simulasi tiga nama ganjar pranowo ,"['litbang', 'kompas', 'merilis', 'hasil', 'survei', 'terbaru', 'elektabilitas', 'capres', 'simulasi', 'nama']","['litbang', 'kompas', 'rilis', 'hasil', 'survei', 'baru', 'elektabilitas', 'capres', 'simulasi', 'nama']",litbang kompas rilis hasil survei baru elektabilitas capres simulasi nama,negatif
39,1661194036345204738,2023-05-24 02:14:56,,Boediantar4,"RT @RomitsuT: Relawan GP ( Ganjar Pranowo ) center. 
Kenapa bukan pemerintah atau pendukung JKW yg lapor? Kenapa justru Relawan Ganjar Pranâ¦",Relawan Ganjar Pranowo center Kenapa bukan pemerintah atau pendukung lapor Kenapa justru Relawan Ganjar Pran,relawan ganjar pranowo center kenapa bukan pemerintah atau pendukung lapor kenapa justru relawan ganjar pran,"['relawan', 'center', 'pemerintah', 'pendukung', 'lapor', 'relawan', 'pran']","['rawan', 'center', 'perintah', 'dukung', 'lapor', 'rawan', 'pran']",rawan center perintah dukung lapor rawan pran,positif
